"name","year","month","day","hour","lat","long","pressure","wind","type","seasday","X"
"Chantal",1995,7,13,18,20.6,-63.6,1010,30,"Tropical Depression",43,NA
"Chantal",1995,7,14,0,21.1,-64.4,1006,35,"Tropical Storm",44,NA
"Chantal",1995,7,14,6,21.1,-64.9,1008,35,"Tropical Storm",44,NA
"Chantal",1995,7,14,12,21.1,-65.2,1009,35,"Tropical Storm",44,NA
"Chantal",1995,7,14,18,21.3,-65.5,1010,40,"Tropical Storm",44,NA
"Chantal",1995,7,15,0,21.8,-66,1009,40,"Tropical Storm",45,NA
"Chantal",1995,7,15,6,22.3,-66.7,1006,45,"Tropical Storm",45,NA
"Chantal",1995,7,15,12,22.7,-67.5,1006,45,"Tropical Storm",45,NA
"Chantal",1995,7,15,18,23.2,-67.9,1005,45,"Tropical Storm",45,NA
"Chantal",1995,7,16,0,23.7,-68.2,1004,45,"Tropical Storm",46,NA
"Chantal",1995,7,16,6,24.5,-68.4,999,50,"Tropical Storm",46,NA
"Chantal",1995,7,16,12,25.3,-68.8,999,50,"Tropical Storm",46,NA
"Chantal",1995,7,16,18,26.2,-69.1,997,55,"Tropical Storm",46,NA
"Chantal",1995,7,17,0,27.2,-69.4,991,60,"Tropical Storm",47,NA
"Chantal",1995,7,17,6,28.2,-69.6,995,60,"Tropical Storm",47,NA
"Chantal",1995,7,17,12,29.3,-69.8,997,60,"Tropical Storm",47,NA
"Chantal",1995,7,17,18,30.5,-69.8,995,55,"Tropical Storm",47,NA
"Chantal",1995,7,18,0,31.6,-69.7,994,55,"Tropical Storm",48,NA
"Chantal",1995,7,18,6,32.6,-69,994,55,"Tropical Storm",48,NA
"Chantal",1995,7,18,12,33.6,-68.1,995,50,"Tropical Storm",48,NA
"Chantal",1995,7,18,18,34.6,-67.3,996,50,"Tropical Storm",48,NA
"Chantal",1995,7,19,0,35.4,-65.8,997,50,"Tropical Storm",49,NA
"Chantal",1995,7,19,6,36.2,-64.1,997,50,"Tropical Storm",49,NA
"Chantal",1995,7,19,12,37.1,-62.4,998,50,"Tropical Storm",49,NA
"Chantal",1995,7,19,18,38.2,-60.2,998,50,"Tropical Storm",49,NA
"Chantal",1995,7,20,0,39.5,-57.6,999,50,"Tropical Storm",50,NA
"Chantal",1995,7,20,6,41.1,-54.7,999,50,"Tropical Storm",50,NA
"Chantal",1995,7,20,12,43,-51.7,1000,50,"Tropical Storm",50,NA
"Chantal",1995,7,20,18,45.4,-48.8,1000,50,"Extratropical",50,NA
"Chantal",1995,7,21,0,47.7,-45.2,1001,50,"Extratropical",51,NA
"Chantal",1995,7,21,6,49.7,-41.6,1002,50,"Extratropical",51,NA
"Chantal",1995,7,21,12,51.4,-37,1003,50,"Extratropical",51,NA
"Chantal",1995,7,21,18,53,-31,1005,50,"Extratropical",51,NA
"Chantal",1995,7,22,0,55,-20,1005,50,"Extratropical",52,NA
"Dean",1995,7,28,18,26.2,-86.6,1009,25,"Tropical Depression",58,NA
"Dean",1995,7,29,0,26.1,-87.3,1008,30,"Tropical Depression",59,NA
"Dean",1995,7,29,6,26.2,-87.9,1008,30,"Tropical Depression",59,NA
"Dean",1995,7,29,12,26.3,-88.3,1008,30,"Tropical Depression",59,NA
"Dean",1995,7,29,18,26.5,-89.4,1007,30,"Tropical Depression",59,NA
"Dean",1995,7,30,0,26.9,-90.6,1007,30,"Tropical Depression",60,NA
"Dean",1995,7,30,6,27.6,-91.7,1006,30,"Tropical Depression",60,NA
"Dean",1995,7,30,12,28.1,-93,1005,30,"Tropical Depression",60,NA
"Dean",1995,7,30,18,28.6,-94,1003,35,"Tropical Storm",60,NA
"Dean",1995,7,31,0,29,-95,999,40,"Tropical Storm",61,NA
"Dean",1995,7,31,6,29.5,-95.5,1002,30,"Tropical Depression",61,NA
"Dean",1995,7,31,12,30,-96,1003,25,"Tropical Depression",61,NA
"Dean",1995,7,31,18,30.5,-96.5,1003,20,"Tropical Depression",61,NA
"Dean",1995,8,1,0,31.5,-97,1004,20,"Tropical Depression",62,NA
"Dean",1995,8,1,6,32,-97.5,1004,20,"Tropical Depression",62,NA
"Dean",1995,8,1,12,33,-98.5,1004,20,"Tropical Depression",62,NA
"Dean",1995,8,1,18,33,-98.5,1004,20,"Tropical Depression",62,NA
"Dean",1995,8,2,0,33,-98.5,1004,20,"Tropical Depression",63,NA
"Dean",1995,8,2,6,33,-98.5,1004,20,"Tropical Depression",63,NA
"Dean",1995,8,2,12,33,-98.5,1004,20,"Tropical Depression",63,NA
"Dean",1995,8,2,18,33,-98.5,1004,20,"Tropical Depression",63,NA
"Erin",1995,7,31,0,22.3,-73.2,1004,45,"Tropical Storm",61,NA
"Erin",1995,7,31,6,22.6,-73.6,1003,50,"Tropical Storm",61,NA
"Erin",1995,7,31,12,22.8,-73.9,999,55,"Tropical Storm",61,NA
"Erin",1995,7,31,18,23.2,-74.3,997,60,"Tropical Storm",61,NA
"Erin",1995,8,1,0,23.6,-74.9,992,70,"Hurricane",62,NA
"Erin",1995,8,1,6,24.3,-75.7,988,75,"Hurricane",62,NA
"Erin",1995,8,1,12,25.5,-76.3,985,75,"Hurricane",62,NA
"Erin",1995,8,1,18,26.3,-77.7,980,75,"Hurricane",62,NA
"Erin",1995,8,2,0,26.9,-79,982,75,"Hurricane",63,NA
"Erin",1995,8,2,6,27.7,-80.4,985,75,"Hurricane",63,NA
"Erin",1995,8,2,12,28.2,-81.9,990,50,"Tropical Storm",63,NA
"Erin",1995,8,2,18,28.6,-83.4,988,60,"Tropical Storm",63,NA
"Erin",1995,8,3,0,28.8,-84.7,985,65,"Hurricane",64,NA
"Erin",1995,8,3,6,29.3,-85.7,979,70,"Hurricane",64,NA
"Erin",1995,8,3,12,29.8,-86.6,974,80,"Hurricane",64,NA
"Erin",1995,8,3,18,30.6,-87.5,985,65,"Hurricane",64,NA
"Erin",1995,8,4,0,31.4,-88.5,997,45,"Tropical Storm",65,NA
"Erin",1995,8,4,6,32.3,-89.1,1001,35,"Tropical Storm",65,NA
"Erin",1995,8,4,12,33.2,-89.7,1003,20,"Tropical Depression",65,NA
"Erin",1995,8,4,18,34.1,-90.2,1003,20,"Tropical Depression",65,NA
"Erin",1995,8,5,0,34.8,-90.2,1003,20,"Tropical Depression",66,NA
"Erin",1995,8,5,6,35.4,-90.1,1003,20,"Tropical Depression",66,NA
"Erin",1995,8,5,12,36.3,-89.8,1003,20,"Tropical Depression",66,NA
"Erin",1995,8,5,18,37.5,-88.8,1003,20,"Tropical Depression",66,NA
"Erin",1995,8,6,0,38.4,-86.8,1003,20,"Tropical Depression",67,NA
"Erin",1995,8,6,6,38.7,-84.9,1005,20,"Tropical Depression",67,NA
"Erin",1995,8,6,12,38.8,-82,1008,20,"Extratropical",67,NA
"Felix",1995,8,8,0,14.3,-30.8,1010,30,"Tropical Depression",69,NA
"Felix",1995,8,8,6,14.7,-32.5,1008,30,"Tropical Depression",69,NA
"Felix",1995,8,8,12,15,-34.4,1007,30,"Tropical Depression",69,NA
"Felix",1995,8,8,18,15.5,-36.4,1005,35,"Tropical Storm",69,NA
"Felix",1995,8,9,0,15.7,-38.3,1004,40,"Tropical Storm",70,NA
"Felix",1995,8,9,6,16,-40.2,1003,45,"Tropical Storm",70,NA
"Felix",1995,8,9,12,16.2,-41.9,1001,45,"Tropical Storm",70,NA
"Felix",1995,8,9,18,16.6,-43.7,1000,45,"Tropical Storm",70,NA
"Felix",1995,8,10,0,17,-45.6,998,50,"Tropical Storm",71,NA
"Felix",1995,8,10,6,17.5,-47.4,996,55,"Tropical Storm",71,NA
"Felix",1995,8,10,12,18,-49.1,993,60,"Tropical Storm",71,NA
"Felix",1995,8,10,18,18.4,-50.8,991,60,"Tropical Storm",71,NA
"Felix",1995,8,11,0,18.9,-52.4,987,65,"Hurricane",72,NA
"Felix",1995,8,11,6,19.6,-53.9,980,70,"Hurricane",72,NA
"Felix",1995,8,11,12,20.4,-55.4,972,80,"Hurricane",72,NA
"Felix",1995,8,11,18,21.3,-56.5,965,90,"Hurricane",72,NA
"Felix",1995,8,12,0,22.1,-57.8,955,100,"Hurricane",73,NA
"Felix",1995,8,12,6,22.9,-59,943,110,"Hurricane",73,NA
"Felix",1995,8,12,12,23.6,-60.2,932,115,"Hurricane",73,NA
"Felix",1995,8,12,18,24.3,-61,929,120,"Hurricane",73,NA
"Felix",1995,8,13,0,25.1,-61.6,930,115,"Hurricane",74,NA
"Felix",1995,8,13,6,25.9,-61.9,937,105,"Hurricane",74,NA
"Felix",1995,8,13,12,26.6,-62.3,942,100,"Hurricane",74,NA
"Felix",1995,8,13,18,27.4,-62.3,947,95,"Hurricane",74,NA
"Felix",1995,8,14,0,28.2,-62.5,948,90,"Hurricane",75,NA
"Felix",1995,8,14,6,29,-62.9,954,80,"Hurricane",75,NA
"Felix",1995,8,14,12,29.9,-63.4,962,80,"Hurricane",75,NA
"Felix",1995,8,14,18,30.7,-64.1,962,75,"Hurricane",75,NA
"Felix",1995,8,15,0,31.3,-65.1,962,75,"Hurricane",76,NA
"Felix",1995,8,15,6,31.9,-66.2,964,75,"Hurricane",76,NA
"Felix",1995,8,15,12,32.5,-67.4,968,70,"Hurricane",76,NA
"Felix",1995,8,15,18,33.1,-68.8,965,70,"Hurricane",76,NA
"Felix",1995,8,16,0,33.5,-70.1,963,70,"Hurricane",77,NA
"Felix",1995,8,16,6,34,-71.3,966,70,"Hurricane",77,NA
"Felix",1995,8,16,12,34.6,-72.4,968,70,"Hurricane",77,NA
"Felix",1995,8,16,18,34.8,-72.7,970,70,"Hurricane",77,NA
"Felix",1995,8,17,0,35.3,-72.9,968,65,"Hurricane",78,NA
"Felix",1995,8,17,6,35.6,-72.9,971,65,"Hurricane",78,NA
"Felix",1995,8,17,12,36.1,-72.7,972,65,"Hurricane",78,NA
"Felix",1995,8,17,18,36.5,-72.2,973,65,"Hurricane",78,NA
"Felix",1995,8,18,0,36.8,-71.5,973,65,"Hurricane",79,NA
"Felix",1995,8,18,6,37.1,-70.7,971,65,"Hurricane",79,NA
"Felix",1995,8,18,12,37.1,-69.9,970,65,"Hurricane",79,NA
"Felix",1995,8,18,18,36.9,-68.9,971,70,"Hurricane",79,NA
"Felix",1995,8,19,0,36.6,-68.1,970,70,"Hurricane",80,NA
"Felix",1995,8,19,6,36.1,-67.8,970,70,"Hurricane",80,NA
"Felix",1995,8,19,12,35.7,-67.5,971,70,"Hurricane",80,NA
"Felix",1995,8,19,18,35.4,-67.4,973,70,"Hurricane",80,NA
"Felix",1995,8,20,0,35.1,-67.5,976,65,"Hurricane",81,NA
"Felix",1995,8,20,6,35,-67.9,979,60,"Tropical Storm",81,NA
"Felix",1995,8,20,12,35.4,-68.2,982,60,"Tropical Storm",81,NA
"Felix",1995,8,20,18,35.9,-68.3,985,60,"Tropical Storm",81,NA
"Felix",1995,8,21,0,36.6,-67.8,986,60,"Tropical Storm",82,NA
"Felix",1995,8,21,6,37.7,-67,988,55,"Tropical Storm",82,NA
"Felix",1995,8,21,12,39,-66.1,989,50,"Tropical Storm",82,NA
"Felix",1995,8,21,18,40.6,-63.3,988,50,"Tropical Storm",82,NA
"Felix",1995,8,22,0,42.5,-59.8,987,50,"Tropical Storm",83,NA
"Felix",1995,8,22,6,44.5,-55.8,986,50,"Tropical Storm",83,NA
"Felix",1995,8,22,12,46.8,-50.8,985,50,"Tropical Storm",83,NA
"Felix",1995,8,22,18,49,-46,985,50,"Extratropical",83,NA
"Felix",1995,8,23,0,50.8,-40.5,985,50,"Extratropical",84,NA
"Felix",1995,8,23,6,53.5,-35.5,985,50,"Extratropical",84,NA
"Felix",1995,8,23,12,56,-34,986,50,"Extratropical",84,NA
"Felix",1995,8,23,18,58,-31,987,50,"Extratropical",84,NA
"Felix",1995,8,24,0,59.5,-26,988,50,"Extratropical",85,NA
"Felix",1995,8,24,6,60,-20,988,45,"Extratropical",85,NA
"Felix",1995,8,24,12,60,-14,989,40,"Extratropical",85,NA
"Felix",1995,8,24,18,60,-7.5,990,35,"Extratropical",85,NA
"Felix",1995,8,25,0,61.5,-1,992,35,"Extratropical",86,NA
"Gabrielle",1995,8,9,18,23.7,-94.8,1007,30,"Tropical Depression",70,NA
"Gabrielle",1995,8,10,0,23.7,-95.4,1004,30,"Tropical Depression",71,NA
"Gabrielle",1995,8,10,6,23.7,-96.2,1002,30,"Tropical Depression",71,NA
"Gabrielle",1995,8,10,12,23.5,-96.5,999,35,"Tropical Storm",71,NA
"Gabrielle",1995,8,10,18,23.1,-96.7,997,40,"Tropical Storm",71,NA
"Gabrielle",1995,8,11,0,23,-96.7,995,45,"Tropical Storm",72,NA
"Gabrielle",1995,8,11,6,23.1,-97,993,50,"Tropical Storm",72,NA
"Gabrielle",1995,8,11,12,23.3,-97.2,991,55,"Tropical Storm",72,NA
"Gabrielle",1995,8,11,18,23.6,-97.5,990,60,"Tropical Storm",72,NA
"Gabrielle",1995,8,12,0,23.9,-98.2,999,30,"Tropical Depression",73,NA
"Humberto",1995,8,22,0,13.2,-33,1009,30,"Tropical Depression",83,NA
"Humberto",1995,8,22,6,13.7,-34.3,1005,35,"Tropical Storm",83,NA
"Humberto",1995,8,22,12,14.2,-35.2,1002,45,"Tropical Storm",83,NA
"Humberto",1995,8,22,18,14.6,-36.2,998,50,"Tropical Storm",83,NA
"Humberto",1995,8,23,0,14.8,-37.3,995,60,"Tropical Storm",84,NA
"Humberto",1995,8,23,6,14.9,-38.3,987,65,"Hurricane",84,NA
"Humberto",1995,8,23,12,15,-39.2,985,70,"Hurricane",84,NA
"Humberto",1995,8,23,18,15.1,-40.3,982,75,"Hurricane",84,NA
"Humberto",1995,8,24,0,15.2,-41,975,80,"Hurricane",85,NA
"Humberto",1995,8,24,6,15.3,-41.9,973,85,"Hurricane",85,NA
"Humberto",1995,8,24,12,15.4,-42.6,971,90,"Hurricane",85,NA
"Humberto",1995,8,24,18,15.7,-43.2,968,95,"Hurricane",85,NA
"Humberto",1995,8,25,0,16.1,-43.8,970,90,"Hurricane",86,NA
"Humberto",1995,8,25,6,16.7,-44.4,970,90,"Hurricane",86,NA
"Humberto",1995,8,25,12,17.6,-45.1,970,90,"Hurricane",86,NA
"Humberto",1995,8,25,18,18.5,-45.9,970,90,"Hurricane",86,NA
"Humberto",1995,8,26,0,19.4,-46.6,970,90,"Hurricane",87,NA
"Humberto",1995,8,26,6,20,-47.2,970,90,"Hurricane",87,NA
"Humberto",1995,8,26,12,20.6,-47.6,972,85,"Hurricane",87,NA
"Humberto",1995,8,26,18,21.4,-48,975,80,"Hurricane",87,NA
"Humberto",1995,8,27,0,22.2,-48.2,980,80,"Hurricane",88,NA
"Humberto",1995,8,27,6,22.9,-48,982,75,"Hurricane",88,NA
"Humberto",1995,8,27,12,24.1,-48.2,984,70,"Hurricane",88,NA
"Humberto",1995,8,27,18,25.4,-48.4,986,70,"Hurricane",88,NA
"Humberto",1995,8,28,0,26.4,-48.6,992,65,"Hurricane",89,NA
"Humberto",1995,8,28,6,27.1,-48.8,994,65,"Hurricane",89,NA
"Humberto",1995,8,28,12,27.7,-49.1,991,65,"Hurricane",89,NA
"Humberto",1995,8,28,18,28.4,-49.3,987,65,"Hurricane",89,NA
"Humberto",1995,8,29,0,29,-49.4,985,65,"Hurricane",90,NA
"Humberto",1995,8,29,6,29.5,-49.4,983,70,"Hurricane",90,NA
"Humberto",1995,8,29,12,30,-49.2,981,75,"Hurricane",90,NA
"Humberto",1995,8,29,18,30.6,-48.9,979,75,"Hurricane",90,NA
"Humberto",1995,8,30,0,31.3,-48.3,978,80,"Hurricane",91,NA
"Humberto",1995,8,30,6,32.8,-47.1,976,80,"Hurricane",91,NA
"Humberto",1995,8,30,12,34,-45.7,974,80,"Hurricane",91,NA
"Humberto",1995,8,30,18,35.2,-44,971,80,"Hurricane",91,NA
"Humberto",1995,8,31,0,36,-41.9,970,80,"Hurricane",92,NA
"Humberto",1995,8,31,6,37.1,-40,971,80,"Hurricane",92,NA
"Humberto",1995,8,31,12,38.3,-39,985,70,"Hurricane",92,NA
"Humberto",1995,8,31,18,39.1,-38.2,995,60,"Tropical Storm",92,NA
"Humberto",1995,9,1,0,40,-37,1000,45,"Tropical Storm",93,NA
"Iris",1995,8,22,12,13.2,-49.3,1008,30,"Tropical Depression",83,NA
"Iris",1995,8,22,18,13.3,-50.6,1007,35,"Tropical Storm",83,NA
"Iris",1995,8,23,0,13.7,-51.8,1006,35,"Tropical Storm",84,NA
"Iris",1995,8,23,6,14,-52.5,1004,40,"Tropical Storm",84,NA
"Iris",1995,8,23,12,14.5,-53,998,55,"Tropical Storm",84,NA
"Iris",1995,8,23,18,15,-53.4,991,75,"Hurricane",84,NA
"Iris",1995,8,24,0,15.2,-53.8,992,70,"Hurricane",85,NA
"Iris",1995,8,24,6,15,-54.3,992,70,"Hurricane",85,NA
"Iris",1995,8,24,12,14.8,-55.1,992,65,"Hurricane",85,NA
"Iris",1995,8,24,18,14.6,-56,992,60,"Tropical Storm",85,NA
"Iris",1995,8,25,0,14.5,-56.8,995,55,"Tropical Storm",86,NA
"Iris",1995,8,25,6,14.3,-57.8,996,55,"Tropical Storm",86,NA
"Iris",1995,8,25,12,14.2,-58.8,999,55,"Tropical Storm",86,NA
"Iris",1995,8,25,18,14.2,-59.8,998,50,"Tropical Storm",86,NA
"Iris",1995,8,26,0,14,-60.3,1000,50,"Tropical Storm",87,NA
"Iris",1995,8,26,6,14.2,-60.2,999,45,"Tropical Storm",87,NA
"Iris",1995,8,26,12,14.6,-60.5,1000,45,"Tropical Storm",87,NA
"Iris",1995,8,26,18,14.9,-61,1003,40,"Tropical Storm",87,NA
"Iris",1995,8,27,0,15,-61.2,1006,35,"Tropical Storm",88,NA
"Iris",1995,8,27,6,15.6,-61.2,1005,40,"Tropical Storm",88,NA
"Iris",1995,8,27,12,16.2,-61.2,1002,45,"Tropical Storm",88,NA
"Iris",1995,8,27,18,17,-61.9,995,50,"Tropical Storm",88,NA
"Iris",1995,8,28,0,17.8,-62,993,55,"Tropical Storm",89,NA
"Iris",1995,8,28,6,18.6,-62,989,55,"Tropical Storm",89,NA
"Iris",1995,8,28,12,19.4,-62.1,985,60,"Tropical Storm",89,NA
"Iris",1995,8,28,18,20.4,-62.4,983,65,"Hurricane",89,NA
"Iris",1995,8,29,0,21.3,-62.5,981,70,"Hurricane",90,NA
"Iris",1995,8,29,6,22,-62.5,974,80,"Hurricane",90,NA
"Iris",1995,8,29,12,22.6,-62.5,973,75,"Hurricane",90,NA
"Iris",1995,8,29,18,23.1,-62.3,975,70,"Hurricane",90,NA
"Iris",1995,8,30,0,23.6,-62.1,976,70,"Hurricane",91,NA
"Iris",1995,8,30,6,23.8,-61.8,977,70,"Hurricane",91,NA
"Iris",1995,8,30,12,24,-61.4,972,75,"Hurricane",91,NA
"Iris",1995,8,30,18,24.2,-60.8,971,75,"Hurricane",91,NA
"Iris",1995,8,31,0,24.5,-60.1,971,75,"Hurricane",92,NA
"Iris",1995,8,31,6,24.7,-59.6,971,75,"Hurricane",92,NA
"Iris",1995,8,31,12,24.9,-59.1,971,75,"Hurricane",92,NA
"Iris",1995,8,31,18,25,-58.9,968,85,"Hurricane",92,NA
"Iris",1995,9,1,0,25.2,-58.8,967,90,"Hurricane",93,NA
"Iris",1995,9,1,6,25.5,-58.8,965,95,"Hurricane",93,NA
"Iris",1995,9,1,12,25.6,-59,967,90,"Hurricane",93,NA
"Iris",1995,9,1,18,25.7,-59.7,969,85,"Hurricane",93,NA
"Iris",1995,9,2,0,26,-60.2,971,85,"Hurricane",94,NA
"Iris",1995,9,2,6,26.6,-60.2,973,85,"Hurricane",94,NA
"Iris",1995,9,2,12,27.8,-59.9,978,80,"Hurricane",94,NA
"Iris",1995,9,2,18,29.1,-59.7,983,75,"Hurricane",94,NA
"Iris",1995,9,3,0,31.3,-59,982,75,"Hurricane",95,NA
"Iris",1995,9,3,6,34.2,-58.6,982,75,"Hurricane",95,NA
"Iris",1995,9,3,12,36.9,-57.5,982,75,"Hurricane",95,NA
"Iris",1995,9,3,18,39.2,-55.5,985,70,"Hurricane",95,NA
"Iris",1995,9,4,0,41,-52.3,987,65,"Hurricane",96,NA
"Iris",1995,9,4,6,43.1,-49.4,990,60,"Tropical Storm",96,NA
"Iris",1995,9,4,12,45,-46,995,60,"Extratropical",96,NA
"Iris",1995,9,4,18,47.1,-42,997,55,"Extratropical",96,NA
"Iris",1995,9,5,0,48.7,-35.7,999,50,"Extratropical",97,NA
"Iris",1995,9,5,6,48.9,-28.1,998,50,"Extratropical",97,NA
"Iris",1995,9,5,12,48.6,-25,987,50,"Extratropical",97,NA
"Iris",1995,9,5,18,48.5,-21.5,979,55,"Extratropical",97,NA
"Iris",1995,9,6,0,48.3,-18,972,55,"Extratropical",98,NA
"Iris",1995,9,6,6,48,-14.2,967,60,"Extratropical",98,NA
"Iris",1995,9,6,12,48,-12.6,963,60,"Extratropical",98,NA
"Iris",1995,9,6,18,48.2,-11.1,960,65,"Extratropical",98,NA
"Iris",1995,9,7,0,48.4,-8.7,957,65,"Extratropical",99,NA
"Iris",1995,9,7,6,48.9,-6.9,962,65,"Extratropical",99,NA
"Iris",1995,9,7,12,49.3,-4.4,968,60,"Extratropical",99,NA
"Jerry",1995,8,22,18,23.7,-78.7,1010,20,"Tropical Depression",83,NA
"Jerry",1995,8,23,0,24.2,-78.9,1009,25,"Tropical Depression",84,NA
"Jerry",1995,8,23,6,25.2,-79.2,1008,30,"Tropical Depression",84,NA
"Jerry",1995,8,23,12,26.4,-79.7,1008,35,"Tropical Storm",84,NA
"Jerry",1995,8,23,18,27,-80.2,1006,35,"Tropical Storm",84,NA
"Jerry",1995,8,24,0,27.3,-80.5,1005,35,"Tropical Storm",85,NA
"Jerry",1995,8,24,6,27.7,-81.1,1005,35,"Tropical Storm",85,NA
"Jerry",1995,8,24,12,28.4,-81.8,1004,35,"Tropical Storm",85,NA
"Jerry",1995,8,24,18,28.8,-82.6,1002,30,"Tropical Depression",85,NA
"Jerry",1995,8,25,0,29,-82.9,1002,30,"Tropical Depression",86,NA
"Jerry",1995,8,25,6,29.2,-83.3,1002,30,"Tropical Depression",86,NA
"Jerry",1995,8,25,12,29.8,-83.3,1004,25,"Tropical Depression",86,NA
"Jerry",1995,8,25,18,30.4,-83.2,1005,25,"Tropical Depression",86,NA
"Jerry",1995,8,26,0,30.7,-83.4,1005,25,"Tropical Depression",87,NA
"Jerry",1995,8,26,6,31.3,-83.7,1005,20,"Tropical Depression",87,NA
"Jerry",1995,8,26,12,31.8,-83.9,1005,20,"Tropical Depression",87,NA
"Jerry",1995,8,26,18,32.4,-84,1006,20,"Tropical Depression",87,NA
"Jerry",1995,8,27,0,33,-84,1006,20,"Tropical Depression",88,NA
"Jerry",1995,8,27,6,33.5,-83.9,1006,20,"Tropical Depression",88,NA
"Jerry",1995,8,27,12,33.8,-83.6,1006,20,"Tropical Depression",88,NA
